Id,Address,City,State,Zip,Google_lat,Google_long,Here_lat,Here_long,Tamu_lat,Tamu_long,Maplarge_lat,Maplarge_long,Uscensus_long,Uscensus_lat,Geonames_lat,Geonames_long
145,5281 California Ave,Irvine,CA,92617,33.6354828,-117.8506579,33.63546,-117.85058,33.6354571,-117.8505816,33.63545609,-117.8505783,,,,
146,5791 Lincoln Ave,Buena Park,CA,90620,33.8321361,-118.0324178,33.83216,-118.03185,33.83189114,-118.0316898,33.832,-118.0317055,33.83181,-118.0314,33.83181,-118.03069
147,7942 Edinger Ave,Huntington Beach,CA,92647,33.7298443,-117.990085,33.72981,-117.99008,33.729814,-117.9900804,33.72981262,-117.9900818,33.730194,-117.990204,33.7302,-117.99055
148,76 Corporate Pkwy,Irvine,CA,92606,33.6074213,-117.8751488,33.69258,-117.82616,33.6925803,-117.8261629,33.8071,-118.0341,33.690777,-117.82828,33.69007,-117.82665
149,26801 Portola Pkwy,Lake Forest,CA,92610,33.6793096,-117.6631525,33.67926,-117.66302,33.67882234,-117.6632241,33.67926186,-117.663579,33.6791,-117.66369,33.67899,-117.66345
150,13982 Newport Ave,Tustin,CA,92780,33.7380478,-117.8216751,33.73809,-117.8216,33.7380835,-117.8215985,33.73808289,-117.8216019,33.738346,-117.821945,33.73916,-117.82133
151,1646 W Katella Ave,Anaheim,CA,92802,33.8028042,-117.9391335,33.80281,-117.93917,33.8028434,-117.939127,33.802845,-117.9391251,33.803154,-117.94072,33.80316,-117.94057
152,23862 Bridger Rd,Lake Forest,CA,92630,33.6163694,-117.707326,33.61634,-117.70728,33.6163381,-117.7072783,33.61633682,-117.7072754,33.6163,-117.70785,33.61631,-117.70799
153,2525 E Imperial Hwy,Brea,CA,92821,33.9114358,-117.8655521,33.91147,-117.86558,33.911463,-117.8656394,33.9111,-117.8661408,33.91111,-117.86603,33.91112,-117.86538
154,"12932 N Newport Ave, Ste 19",Tustin,CA,92780,33.7494792,-117.8096652,33.74954,-117.80987,33.7495711,-117.809873,33.75006837,-117.8102316,33.750454,-117.80984,33.75005,-117.81025
155,4900 Ball Rd,Cypress,CA,90630,33.8166432,-118.0459733,33.8167101,-118.0473568,33.81673685,-118.0471018,33.817,-118.0456,33.816822,-118.04709,33.81683,-118.04699
156,17520 Brookhurst St,Fountain Valley,CA,92708,33.7086297,-117.9539168,33.70865,-117.95392,33.7086539,-117.9539303,33.7086525,-117.9539337,,,33.70815,-117.95431
157,23921 Alicia Pkwy,Mission Viejo,CA,92691,33.6151617,-117.678891,33.6152299,-117.67885,33.6152258,-117.6788467,33.6164,-117.6764,,,33.62048,-117.66965
158,3003 Newport Blvd,Costa Mesa,CA,92626,33.680471,-117.880287,33.6703883,-117.8885414,33.6804276,-117.8802466,33.6573,-117.9027,,,,
159,530 N Brookhurst St,Anaheim,CA,92801,33.8394599,-117.9587049,33.83943,-117.95859,33.8394383,-117.958611,33.83943939,-117.9585953,33.826035,-117.95892,33.83884,-117.95903
160,301 S Anaheim Blvd,Anaheim,CA,92805,33.8328404,-117.9136866,33.8328599,-117.91352,33.8328846,-117.9133759,33.83288574,-117.9133759,33.83327,-117.91307,33.83308,-117.91301
161,2021 Newport Blvd,Costa Mesa,CA,92626,33.6480981,-117.9133434,33.64806,-117.91322,33.6480726,-117.9132242,33.6573,-117.9027,33.648975,-117.91197,33.64977,-117.91118
162,3588 Bryan Ave,Irvine,CA,92602,33.7176204,-117.7824674,33.7169,-117.78087,33.7174443,-117.7821723,33.71744537,-117.7821732,,,33.71911,-117.78114
163,9281 Denni St,Cypress,CA,90630,33.8268694,-118.0550631,33.82683,-118.05572,33.8268254,-118.0557617,33.82682419,-118.0557632,33.824734,-118.05451,33.82458,-118.0545
164,26772 Avery Pkwy,Mission Viejo,CA,92692,33.5415385,-117.6624887,33.5426093,-117.665044,33.54340066,-117.6654656,33.5432,-117.6653783,33.543335,-117.66532,33.54275,-117.66489
165,"9041 Trask Ave, Ste A",Garden Grove,CA,92844,33.7669451,-117.9716462,33.76696,-117.97193,33.7669671,-117.9719045,33.76696777,-117.9719009,33.76668,-117.97185,33.76668,-117.97176
166,"3100 Airway Ave, Ste 113",Costa Mesa,CA,92626,33.6741485,-117.8746181,33.67411,-117.87419,33.6741059,-117.8741891,33.6741066,-117.8741913,33.668888,-117.87718,33.66852,-117.87754
167,2626 E Katellla Ave,Anaheim,CA,92806,33.8034872,-117.8773866,33.8058751,-117.8770252,33.8033395,-117.8774694,33.838,-117.8705,33.80585,-117.87694,,
168,1003 Brea Mall,Brea,CA,92821,33.9151697,-117.8886234,33.913299,-117.8861749,33.93479438,-117.893262,34.0532,-117.7778,,,,
169,1043 Newport Center Dr,Newport Beach,CA,92660,33.6158403,-117.8765178,33.6146239,-117.8780149,33.61460598,-117.8781652,33.61461768,-117.8780284,33.61476,-117.87832,33.61513,-117.87827
170,2307 W Balboa Blvd,Newport Beach,CA,92663,33.6102503,-117.9290666,33.6105047,-117.9292044,33.61023212,-117.928961,33.61025083,-117.9291,33.610287,-117.928894,,
171,1001 S Main St,Santa Ana,CA,92701,33.7356782,-117.8674406,33.73569,-117.8674,33.7356902,-117.867395,33.73569107,-117.8673935,,,33.73517,-117.86772
172,16500 Scientific Way,Irvine,CA,92618,33.630635,-117.735371,33.6306299,-117.73547,33.6306255,-117.7354735,33.63062668,-117.7354736,,,,
173,1305 S Coast Hwy,Laguna Beach,CA,92651,33.5321946,-117.7757681,33.53217,-117.77574,33.53238468,-117.7757733,33.53247832,-117.7757566,,,33.53216,-117.77528
174,6060 Scholarship,Irvine,CA,92612,33.6661599,-117.8522974,33.6661,-117.85228,33.66074166,-117.8264327,33.6656,-117.8522,,,,
175,1313 S Harbor Blvd,Anaheim,CA,92802,33.8080674,-117.9192282,33.81207,-117.91981,33.8097139,-117.9189951,33.81773758,-117.9201279,33.815063,-117.91536,33.8137,-117.91508
176,325 Bristol St,Costa Mesa,CA,92626,33.6654992,-117.8819188,33.66548,-117.8819,33.665505,-117.8819229,33.66550446,-117.8819199,,,33.66819,-117.88402
177,200 N City Dr,Orange,CA,92868,33.7903715,-117.8912076,30.096706,-94.0600198,33.7859502,-117.896005,33.9159,-118.3767,,,28.93708,-81.29727
178,28951 Los Alisos,Mission Viejo,CA,92692,33.6545635,-117.6267488,33.6544,-117.62663,33.6543887,-117.6266812,33.65383906,-117.6271828,33.6538,-117.62726,33.65368,-117.6288
179,2550 E Katella Ave,Anaheim,CA,92806,33.8054323,-117.8779306,33.8059651,-117.8782377,33.8054872,-117.877924,33.80548859,-117.8779221,,,33.80608,-117.87875
180,24341 El Toro Rd,Laguna Woods,CA,92637,33.6103814,-117.7295486,33.61042,-117.72943,33.6104315,-117.7295033,33.61043167,-117.7294998,33.609207,-117.72795,33.60919,-117.72841
181,28941 Los Alisos Blvd,Mission Viejo,CA,92692,33.654508,-117.6276695,33.6544,-117.6275,33.6543886,-117.627539,33.6538066,-117.6272802,33.65378,-117.62734,33.65368,-117.6288
182,22677 Oakcrest Cir,Yorba Linda,CA,92887,33.8724603,-117.7412315,33.87235,-117.74172,33.8723504,-117.7417165,33.87261187,-117.7445,33.872654,-117.74447,33.87281,-117.74445
183,16400 Brookhurst St,Fountain Valley,CA,92708,33.7251695,-117.9533939,33.725836,-117.9543951,33.72481401,-117.9544299,33.72478687,-117.9543,,,33.72482,-117.95452
184,"1440 S Anaheim Blvd, Ste G2",Anaheim,CA,92805,33.8118923,-117.9038456,33.81167,-117.90429,33.8118072,-117.9037423,33.81180573,-117.9037399,33.81321,-117.90641,33.81459,-117.90674
185,2059 S Main St,Santa Ana,CA,92707,33.7200481,-117.8676316,33.72005,-117.86752,33.7200528,-117.867518,33.72005463,-117.8675156,33.72085,-117.86786,33.72109,-117.86786
186,12911 Main St,Garden Grove,CA,92840,33.7751061,-117.9412386,33.77514,-117.94126,33.7751464,-117.9412826,33.77514648,-117.9412842,33.77504,-117.94096,33.77512,-117.94096
187,"3100 E Coast Hwy, Ste A",Corona Del Mar,CA,92625,33.5981303,-117.8714373,33.59809,-117.87141,33.60102692,-117.8661364,33.59809388,-117.8717,33.598213,-117.87173,,
188,211 E Chapman Ave,Orange,CA,92866,33.7879863,-117.8516752,33.78816,-117.85178,33.78796516,-117.8518907,33.7881279,-117.8517685,,,33.78787,-117.85146
189,10252 Westminster,Garden Grove,CA,92843,33.7595671,-117.9502177,33.7593851,-117.9502922,33.75947344,-117.9502781,34.1,-117.8303,,,33.75972,-117.94929
190,116 W Wilshire,Fullerton,CA,92832,33.8720912,-117.9251604,33.8720799,-117.92528,33.8720999,-117.925266,33.781,-117.9035,,,33.87238,-117.92546
191,"21771 Lake Forest Dr, Ste 100",Lake Forest,CA,92630,33.6467709,-117.6887899,33.64696,-117.68781,33.64468051,-117.6851781,33.64338887,-117.6933334,,,33.64307,-117.69421
192,"745 S Main St, Ste 170",Orange,CA,92868,33.776316,-117.8667653,33.77629,-117.86648,33.7763014,-117.8667934,33.77629089,-117.866478,,,43.98719,-72.14077
193,"30231 Golden Lantern, Ste F",Laguna Niguel,CA,92677,33.524544,-117.6877377,33.5239625,-117.6859162,33.52264184,-117.6858561,33.52444654,-117.6857489,,,33.52351,-117.68569
194,"27620 Marguerite Pkwy, Ste C",Mission Viejo,CA,92691,33.5624942,-117.6572648,33.56227,-117.65732,33.5623119,-117.6573326,33.6185,-117.6508,33.561863,-117.65838,,
195,"979 Avenida Pico, Ste A",San Clemente,CA,92673,33.456134,-117.604267,33.45615,-117.60427,33.456134,-117.6042669,33.4561348,-117.6042633,,,33.44703,-117.61114
196,"20671 Lake Forest Dr, Ste B101",Lake Forest,CA,92630,33.6622873,-117.6679145,33.66233,-117.66824,33.6625846,-117.6681461,33.66258621,-117.6681442,33.645863,-117.68853,33.64575,-117.68835
197,"3414 W Ball Rd, Ste N",Anaheim,CA,92804,33.8167326,-118.0087735,33.81631,-118.00877,33.8167589,-118.0087513,33.8167572,-118.0087509,33.81727,-118.008446,33.81727,-118.00924
198,4035 E Chapman Ave,Orange,CA,92869,33.7880669,-117.8099629,33.78815,-117.80998,33.78785292,-117.8108999,33.78810883,-117.8099747,33.78777,-117.810844,33.78776,-117.81061
199,"401 Newport Center Dr, Ste A110",Newport Beach,CA,92660,33.615838,-117.8752613,33.6141839,-117.8731456,33.6259911,-117.9273066,33.6142,-117.873,33.614067,-117.87292,33.61467,-117.87263
200,304 Main St,Newport Beach,CA,92661,33.602322,-117.898957,33.60233,-117.89898,33.6023218,-117.8989575,33.60232162,-117.8989563,33.601887,-117.89852,33.60199,-117.89845
201,1198 S State College Blvd,Anaheim,CA,92806,33.8185326,-117.8888081,33.8182201,-117.8890551,33.8184905,-117.8887682,33.81848526,-117.8890762,,,33.82013,-117.88926
202,1500 W Ball Rd,Anaheim,CA,92802,33.8174847,-117.9333671,33.81591,-117.93396,33.8175972,-117.9336942,33.81739044,-117.9330139,33.81799,-117.93363,33.81798,-117.93521
203,28813 Los Alisos Dr,Mission Viejo,CA,92692,33.6545035,-117.6306951,33.65447,-117.63054,33.6544695,-117.6305402,33.6537,-117.6285768,33.65367,-117.62843,33.65492,-117.63143
204,2737 N Grand Ave,Santa Ana,CA,92705,33.7742055,-117.8530067,33.7744369,-117.8529921,33.77397232,-117.852985,33.77394661,-117.8529,33.773933,-117.853065,33.77409,-117.85307
205,120 S El Camino Real,San Clemente,CA,92672,33.4270492,-117.612474,33.42698,-117.61246,33.4269839,-117.6124595,33.42698288,-117.6124573,,,33.4273,-117.61243
206,"600 E Bay Ave, Ste A7",Newport Beach,CA,92661,33.6031184,-117.9000693,33.60306,-117.90002,33.6030613,-117.8999909,33.60306168,-117.8999939,,,33.60294,-117.90039
207,"24301 Muirlands Blvd, Ste S",Lake Forest,CA,92630,33.6294609,-117.7052165,33.62961,-117.70501,33.629604,-117.7050433,33.62795857,-117.7029773,33.627506,-117.70275,33.6275,-117.70279
208,662 El Camino Real,Tustin,CA,92780,33.7385484,-117.8250738,33.7395328,-117.8238317,33.73953423,-117.8237192,33.73953061,-117.8238,,,33.73965,-117.82363
209,"791 S Main St, Ste 100",Orange,CA,92868,33.7751895,-117.8667653,33.77525,-117.86658,33.7751617,-117.8668254,33.77522278,-117.8666077,,,43.98719,-72.14077
210,728 Spectrum Center Dr,Irvine,CA,92618,33.6505712,-117.7427434,33.6496643,-117.7452269,33.66823723,-117.7341501,33.6669,-117.7321,,,,
211,"27221 Ortega Hwy, Ste G",San Juan Capistrano,CA,92675,33.5046388,-117.6535226,33.50464,-117.65352,33.5046418,-117.6535237,33.5037477,-117.6550813,33.503532,-117.65519,33.50335,-117.65577
212,217 Marine Ave,Newport Beach,CA,92662,33.6064786,-117.8900092,33.60648,-117.89,33.6064759,-117.8900049,33.60647583,-117.890007,33.605972,-117.88979,33.60634,-117.88979
213,26886 La Paz Rd,Aliso Viejo,CA,92656,33.57192,-117.7059023,33.5721266,-117.7070732,33.57489957,-117.7047583,33.57550526,-117.7047367,33.57495,-117.704834,33.57244,-117.72344
214,512 N Euclid St,Anaheim,CA,92801,33.837916,-117.9411344,33.8384201,-117.9414451,33.8382501,-117.9382564,33.83824921,-117.9382553,33.838013,-117.94156,33.83869,-117.94157
215,"1646 W Katella Ave, Ste 4",Anaheim,CA,92802,33.8028042,-117.9391335,33.80281,-117.93917,33.8028434,-117.939127,33.802845,-117.9391251,33.803154,-117.94072,33.80316,-117.94057
216,"203 W Imperial Hwy, Ste G",Brea,CA,92821,33.9183484,-117.9010243,33.9172118,-117.9015588,33.91586038,-117.8980834,33.9174,-117.9069,33.916157,-117.89906,33.91599,-117.89865
217,1927 Harbor Blvd,Costa Mesa,CA,92627,33.6448256,-117.919212,33.6445999,-117.91934,33.6446113,-117.9193457,33.64469286,-117.919,33.645355,-117.91901,33.64536,-117.919
218,4193 Ball Rd,Cypress,CA,90630,33.8179427,-118.0596461,33.8177649,-118.0595675,33.81776016,-118.062996,33.8177,-118.0624182,33.817677,-118.06248,33.81767,-118.06271
219,136 W Orangethorpe Ave,Fullerton,CA,92832,33.8591279,-117.9256099,33.85897,-117.92555,33.85936784,-117.9250921,33.8593,-117.9251006,33.85945,-117.925316,33.85945,-117.92648
220,5971 Warner Ave,Huntington Beach,CA,92649,33.7167264,-118.0244041,33.7156549,-118.0245188,33.71544564,-118.0245382,33.71557889,-118.0245691,33.71536,-118.02467,,
221,"1220 Bison Ave, Ste A1",Newport Beach,CA,92660,33.6384839,-117.8639041,33.6377915,-117.8641538,33.63757794,-117.8641493,33.63749928,-117.8641891,33.637486,-117.864044,33.63744,-117.86342
222,1736 E Meats Ave,Orange,CA,92865,33.8227675,-117.8351892,33.82264,-117.83522,33.82272513,-117.8367433,33.82263947,-117.8352356,33.822807,-117.836784,33.82278,-117.83701
223,"18551 E Chapman Ave, Ste A",Orange,CA,92869,33.7880173,-117.8086806,33.78807,-117.80868,33.7879332,-117.8085065,33.78793335,-117.8085098,,,33.79455,-117.76925
224,104 E Yorba Linda Blvd,Placentia,CA,92870,33.8873122,-117.865761,33.88639,-117.8648,33.88081175,-117.8551563,33.8894,-117.8542,,,33.88795,-117.86467
225,"2800 N Main Pkwy, Ste 9220",Santa Ana,CA,92705,33.7743529,-117.8687807,33.77605,-117.87009,33.7755954,-117.8716388,33.68042053,-117.8393067,,,33.77447,-117.86733
226,"1460 Baker St, Ste B",Costa Mesa,CA,92626,33.6804223,-117.9180806,33.6801854,-117.9177906,33.68005,-117.9192553,33.6801,-117.9185408,33.680058,-117.91916,33.68005,-117.91915
227,18051 Magnolia St,Fountain Valley,CA,92708,33.7005274,-117.9720809,33.70037,-117.972,33.7003813,-117.9720245,33.70038223,-117.972023,,,33.7002,-117.97158
228,19465 Brookhurst St,Huntington Beach,CA,92646,33.6801958,-117.9544407,33.6797471,-117.9542021,33.68016629,-117.9539851,33.68017368,-117.9541,,,33.68058,-117.9539
229,"535 Main St, Ste B",Tustin,CA,92780,33.7423222,-117.8185496,33.74242,-117.81842,33.74219252,-117.8185702,33.7423,-117.8185639,,,33.7421,-117.81855
230,22922 Los Alisos Blvd,Mission Viejo,CA,92691,33.6289847,-117.6639927,33.6294386,-117.6645518,33.62675038,-117.6709987,33.627,-117.6791,,,33.62676,-117.67414
231,"1801 E Katella Ave, Unit 1005",Anaheim,CA,92805,33.8043296,-117.8902191,33.80433,-117.89022,33.8041936,-117.8901306,33.8050499,-117.890831,33.80335,-117.89113,33.80334,-117.89025
232,"21058 Pacific Coast Hwy, Ste M210",Huntington Beach,CA,92648,33.6543047,-117.9967875,33.6539432,-117.9967179,33.65541917,-117.9993355,33.6553292,-117.9993584,33.655354,-117.99939,33.65537,-117.99942
233,16001 Beach Blvd,Huntington Beach,CA,92647,33.7298714,-117.9898105,33.72988,-117.98975,33.7298782,-117.9897523,33.73,-117.9892,33.730186,-117.989204,33.73011,-117.9892
234,11500 Beach Blvd,Stanton,CA,90680,33.7954819,-117.9927157,33.79536,-117.99261,33.7953644,-117.9926082,33.7956,-117.993,33.795574,-117.99301,33.79521,-117.99301
235,200 Cultivate,Irvine,CA,92618,33.6886248,-117.7359173,33.68786,-117.73513,33.6879022,-117.7353985,33.68799591,-117.7360077,,,-33.4998,150.43814
236,1909 E Lincoln Ave,Anaheim,CA,92805,33.8404689,-117.8910744,33.84048,-117.89089,33.8404856,-117.8910387,33.84048462,-117.891037,33.840218,-117.89099,33.84019,-117.89213
237,23041 Savi Ranch Pkwy,Yorba Linda,CA,92887,33.8728972,-117.7342378,33.87265,-117.73469,33.8726144,-117.7346995,33.87327087,-117.7471937,33.87267,-117.74827,33.8733,-117.74716
238,12345 Springdale St,Garden Grove,CA,92845,33.7835215,-118.0216673,33.78351,-118.02167,33.7835089,-118.0216732,33.7835083,-118.0216751,33.78559,-118.01982,33.78501,-118.01982
239,22232 El Paseo,Rancho Santa Margarita,CA,92688,33.641425,-117.5944312,33.64109,-117.59394,33.62007561,-117.6122939,33.6407,-117.5946,,,33.63484,-117.59746
240,301 City Dr,Orange,CA,92868,33.785557,-117.8883346,33.7855932,-117.8886776,33.78290273,-117.8956314,33.9159,-118.3767,,,33.78302,-117.88936
241,1313 S Harbor Blvd,Anaheim,CA,92802,33.8080674,-117.9192282,33.81207,-117.91981,33.8097139,-117.9189951,33.81773758,-117.9201279,33.815063,-117.91536,33.8137,-117.91508
242,"2102 Business Center Dr, Ste 180B",Irvine,CA,92612,33.6800947,-117.8552703,33.6799899,-117.85537,33.67903246,-117.8562831,33.68007278,-117.8550262,33.678776,-117.85655,,
243,"2800 N Main St, Ste 580",Santa Ana,CA,92705,33.7743529,-117.8687807,33.77605,-117.87009,33.7761893,-117.8691426,33.7761879,-117.8691406,,,33.77447,-117.86733
244,"1065 Brea Mall Way, Ste K133",Brea,CA,92821,33.9153422,-117.8864509,33.9132828,-117.8861749,33.92739829,-117.8852377,33.9276,-117.8871,,,33.93314,-117.88813
245,27174 Ortega Hwy,San Juan Capistrano,CA,92675,33.50186,-117.6565019,33.50202,-117.65648,33.5020175,-117.65648,33.50304661,-117.6567534,,,33.50335,-117.65577
246,1601 N El Camino Real,San Clemente,CA,92672,33.4328183,-117.6282196,33.4328999,-117.62812,33.4328986,-117.6281225,33.43289948,-117.6281204,33.432487,-117.62799,33.43259,-117.62867
247,10591 Los Alamitos Blvd,Los Alamitos,CA,90720,33.8090438,-118.0726243,33.8090199,-118.0725,33.8090298,-118.0724815,33.80892727,-118.0721,33.809002,-118.071915,33.80949,-118.07191
248,2700 Hotel Terrace Dr,Santa Ana,CA,92705,33.7108475,-117.8541746,33.71114,-117.85396,33.75563051,-117.8163709,33.7656,-117.7901,33.71148,-117.85332,33.71124,-117.85284
249,1110 W Katella Ave,Anaheim,CA,92802,33.8023622,-117.9245043,33.80225,-117.92467,33.8029063,-117.9246551,33.8030014,-117.9246063,33.803295,-117.92464,33.80329,-117.92548
250,19360 Beach Blvd,Huntington Beach,CA,92648,33.6811094,-117.9878432,33.68113,-117.98817,33.68127713,-117.9884898,33.6813,-117.9886,33.681416,-117.98857,,
251,755 E Birch St,Brea,CA,92821,33.9190252,-117.888954,33.9178849,-117.8891051,33.91789691,-117.890097,33.9178,-117.8894158,33.917843,-117.889046,33.91784,-117.88896
252,6820 Katella Ave,Cypress,CA,90630,33.8018541,-118.0139778,33.8026951,-118.0145487,33.80286984,-118.0144537,33.8028,-118.0144,33.802956,-118.01461,33.80296,-118.01544
253,"16672 Beach Blvd, Ste K",Huntington Beach,CA,92647,33.7203397,-117.9875915,33.72029,-117.98788,33.7203006,-117.9878582,33.72019384,-117.9889,33.720196,-117.98905,33.7202,-117.98906
254,"15315 Culver Dr, Ste 190",Irvine,CA,92604,33.6971278,-117.7999102,33.6954249,-117.7973234,33.6971978,-117.7999098,33.69719696,-117.7999115,,,,
255,27662 Antonio Pkwy,Ladera Ranch,CA,92694,33.5613486,-117.6284053,33.5614,-117.62844,33.54723583,-117.6237609,33.5576,-117.631,,,,
256,"23635 El Toro Rd, Ste B",Lake Forest,CA,92630,33.620614,-117.7046224,33.62034,-117.70341,33.6192626,-117.7028345,33.62055206,-117.702774,33.619434,-117.70183,33.61923,-117.70208
257,3450 W Ball Rd,Anaheim,CA,92804,33.8169934,-118.0104737,33.8171151,-118.0097,33.816841,-118.0102552,33.81684113,-118.0102539,33.81726,-118.00929,33.81727,-118.00924
258,1512 E Collins Ave,Orange,CA,92867,33.802055,-117.8372627,33.8021751,-117.8374835,33.8020083,-117.8373671,33.80200958,-117.8373642,33.802303,-117.837616,33.80231,-117.83729
259,"8320 On The Mall, Ste 2400",Buena Park,CA,90620,33.8447798,-117.9877221,33.8454888,-117.987547,33.84611138,-118.0117092,33.8429,-117.9934206,33.843124,-117.99342,33.84313,-117.99339
260,23251 Avenida De La Carlota,Laguna Hills,CA,92653,33.6246171,-117.7187886,33.62375,-117.71846,33.62456411,-117.7177685,33.5912,-117.6975,,,33.62535,-117.71841
261,1332 S Magnolia Ave,Anaheim,CA,92804,33.8141043,-117.9754024,33.8140076,-117.9756751,33.8141997,-117.9753077,33.81420135,-117.9753113,,,33.8171,-117.97583
262,1 Big Canyon Dr,Newport Beach,CA,92660,33.6200553,-117.8693749,33.6193786,-117.868809,33.6253903,-117.8660075,33.62806702,-117.8755875,33.623074,-117.874664,33.62349,-117.87467
263,252 S Euclid St,Anaheim,CA,92801,33.8296325,-117.9413759,33.8293146,-117.9413292,33.8295689,-117.9408537,33.82957077,-117.9408569,33.83426,-117.94132,33.82978,-117.94148
264,210 Newport Center Dr,Newport Beach,CA,92660,33.6125031,-117.8738656,33.61251,-117.87437,33.612519,-117.8744001,33.61251831,-117.8743973,33.612686,-117.87475,33.61313,-117.87393
265,300 Newport Center Dr,Newport Beach,CA,92660,33.612614,-117.873383,33.61252,-117.87346,33.6124568,-117.8738235,33.61291159,-117.8737721,33.613083,-117.873825,33.61313,-117.87393
266,"24501 Marguerite Pkwy, Ste 1",Mission Viejo,CA,92692,33.6069237,-117.6556311,33.6069,-117.65588,33.6068962,-117.655878,33.607,-117.6552,33.607185,-117.65524,,
267,"111 Avenida Del Mar, Ste 1A",San Clemente,CA,92672,33.4269596,-117.61316,33.42674,-117.61308,33.42663539,-117.613995,33.42674255,-117.6130753,33.426716,-117.61402,33.4268,-117.61391
268,19100 Von Karman Ave,Irvine,CA,92612,33.6704577,-117.8576189,33.67046,-117.85763,33.67243038,-117.8563521,33.67028809,-117.8573227,33.672398,-117.85651,33.67048,-117.85842
269,"4000 MacArthur, Ste 103",Newport Beach,CA,92660,33.6603444,-117.8617749,33.66019,-117.8618,33.6601931,-117.8618034,33.66126268,-117.8633017,33.661255,-117.86331,33.66124,-117.86332
270,2523 Eastbluff Dr,Newport Beach,CA,92660,33.6407498,-117.8764769,33.6399714,-117.8753249,33.63956475,-117.8755338,33.63961035,-117.8756668,33.63969,-117.87535,33.64063,-117.87454
271,280 S Coast Hwy,Laguna Beach,CA,92651,33.5422028,-117.7835484,33.5422236,-117.7834918,33.54949759,-117.7987909,33.54230343,-117.7845051,33.542145,-117.783516,33.54216,-117.78377
272,16060 Beach Blvd,Huntington Beach,CA,92647,33.7296082,-117.9885066,33.72973,-117.9886,33.72973,-117.9886091,33.73015973,-117.9892,33.730156,-117.98919,33.73011,-117.9892
273,"440 S Anaheim Blvd, Ste 213",Anaheim,CA,92805,33.8315039,-117.9119488,33.83153,-117.91185,33.8314912,-117.9119719,33.83148575,-117.9123383,33.83179,-117.91259,33.83192,-117.91263
274,"1800 S Harbor Blvd, Ste 102",Anaheim,CA,92802,33.8029472,-117.9142084,33.8030781,-117.9150268,33.8029758,-117.9141298,33.80300903,-117.914238,,,,
275,2156 Brea Mall Dr,Brea,CA,92821,33.9138938,-117.8892355,33.9129994,-117.8859051,33.92739829,-117.8852377,33.9276,-117.8871,,,33.90913,-117.87294
276,4255 Campus Dr,Irvine,CA,92612,33.6495,-117.8390196,33.6490199,-117.8390855,33.6495181,-117.8390401,33.64951706,-117.8390427,33.647846,-117.83471,33.64792,-117.83488
277,"27231 La Paz Rd, Ste C",Laguna Niguel,CA,92677,33.5689347,-117.708105,33.5686531,-117.7078807,33.56761801,-117.7077705,33.56762483,-117.7079,33.567715,-117.70769,33.56823,-117.70769
278,555 The Shops At MV,Mission Viejo,CA,92691,33.5568672,-117.6700892,33.5599303,-117.6681304,33.55956648,-117.6702806,33.6119,-117.6659,,,33.55956,-117.67018
279,1091 Newport Center Dr,Newport Beach,CA,92660,33.6149887,-117.8783299,33.6142661,-117.8778608,33.61418288,-117.8779437,33.61419685,-117.8778248,33.61437,-117.87814,33.61513,-117.87827
280,"2139 N Tustin St, Ste 3",Orange,CA,92865,33.823623,-117.8353098,33.82365,-117.83546,33.8236293,-117.8353537,33.82362747,-117.83535,33.822758,-117.836,33.82277,-117.836
281,101 S Glassell St,Orange,CA,92866,33.7874284,-117.8529452,33.78738,-117.8528,33.78754422,-117.8529998,33.78742599,-117.8529205,,,33.78725,-117.85309
282,"225 W Avenida Vista Hermosa, Ste A",San Clemente,CA,92672,33.4389193,-117.6294115,33.4388175,-117.6294926,33.3983708,-117.5972992,33.4241,-117.6068,,,33.20683,-117.24665
283,656 N Coast Hwy,Laguna Beach,CA,92651,33.5466435,-117.7942363,33.5463989,-117.7944929,33.5387573,-117.7801031,33.54625795,-117.7945159,33.53901,-117.78057,33.54643,-117.79479
284,1313 S Harbor Blvd,Anaheim,CA,92802,33.8080674,-117.9192282,33.81207,-117.91981,33.8097139,-117.9189951,33.81773758,-117.9201279,33.815063,-117.91536,33.8137,-117.91508
285,417 S Main St,Orange,CA,92868,33.7417172,-117.867475,42.57621,-72.3073,33.7818754,-117.867066,33.78187561,-117.8670654,,,33.78179,-117.86729
286,"220 Marine Ave, Ste A",Newport Beach,CA,92662,33.6066526,-117.8896492,33.60662,-117.88959,33.6066412,-117.8895945,33.60663986,-117.889595,33.606014,-117.88978,33.60634,-117.88979
287,34343 Blue Lantern,Dana Point,CA,92629,33.4638661,-117.7069594,33.4638599,-117.70691,33.46432922,-117.7067922,33.46428571,-117.7069,33.46432,-117.70671,33.46429,-117.7067
288,"3601 Jamboree Rd, Ste 4",Newport Beach,CA,92660,33.6566647,-117.8644683,33.65669,-117.8649,33.6567263,-117.8649067,33.65672684,-117.8649063,33.654694,-117.86566,33.65399,-117.86613
289,12127 Brookhurst St,Garden Grove,CA,92840,33.7866123,-117.9597689,33.7865482,-117.9589292,33.78690756,-117.9587761,33.7869227,-117.9588571,33.786835,-117.958694,33.78643,-117.95868
290,"32371 Golden Lantern, Ste E",Laguna Niguel,CA,92677,33.4924291,-117.6976842,33.4925644,-117.6967386,33.49305113,-117.6961455,33.5289,-117.7012,33.49345,-117.69562,33.49607,-117.69383
